CIK10,Ticker,Security,DocIndex,DocLink,Description,FilingDate
0000066740,MMM,3M Company,1,https://www.sec.gov/Archives/edgar/data/66740/000155837018000535/0001558370-18-000535-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001558370-18-000535 (34 Act)  Size: 42 MB",2018_02_08
0000066740,MMM,3M Company,2,https://www.sec.gov/Archives/edgar/data/66740/000155837017000479/0001558370-17-000479-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001558370-17-000479 (34 Act)  Size: 41 MB",2017_02_09
0000066740,MMM,3M Company,3,https://www.sec.gov/Archives/edgar/data/66740/000155837016003162/0001558370-16-003162-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001558370-16-003162 (34 Act)  Size: 40 MB",2016_02_11
0000066740,MMM,3M Company,4,https://www.sec.gov/Archives/edgar/data/66740/000110465915009560/0001104659-15-009560-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-15-009560 (34 Act)  Size: 37 MB",2015_02_12
0000066740,MMM,3M Company,5,https://www.sec.gov/Archives/edgar/data/66740/000110465914009773/0001104659-14-009773-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-14-009773 (34 Act)  Size: 36 MB",2014_02_13
0000066740,MMM,3M Company,6,https://www.sec.gov/Archives/edgar/data/66740/000110465913010881/0001104659-13-010881-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-13-010881 (34 Act)  Size: 35 MB",2013_02_14
0000066740,MMM,3M Company,7,https://www.sec.gov/Archives/edgar/data/66740/000110465912010566/0001104659-12-010566-index.htm,"[Cover]Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-12-010566 (34 Act)  Size: 43 MB",2012_02_16
0000066740,MMM,3M Company,8,https://www.sec.gov/Archives/edgar/data/66740/000110465911007845/0001104659-11-007845-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-11-007845 (34 Act)  Size: 53 MB",2011_02_16
0000066740,MMM,3M Company,9,https://www.sec.gov/Archives/edgar/data/66740/000110465910007295/0001104659-10-007295-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-10-007295 (34 Act)  Size: 12 MB",2010_02_16
0000066740,MMM,3M Company,10,https://www.sec.gov/Archives/edgar/data/66740/000110465909009669/0001104659-09-009669-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-09-009669 (34 Act)  Size: 4 MB",2009_02_17
0000066740,MMM,3M Company,11,https://www.sec.gov/Archives/edgar/data/66740/000110465908011226/0001104659-08-011226-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-08-011226 (34 Act)  Size: 4 MB",2008_02_15
0000066740,MMM,3M Company,12,https://www.sec.gov/Archives/edgar/data/66740/000110465907013613/0001104659-07-013613-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-07-013613 (34 Act)  Size: 4 MB",2007_02_26
0000066740,MMM,3M Company,13,https://www.sec.gov/Archives/edgar/data/66740/000110465906010894/0001104659-06-010894-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-06-010894 (34 Act)  Size: 3 MB",2006_02_21
0000066740,MMM,3M Company,14,https://www.sec.gov/Archives/edgar/data/66740/000110465905008057/0001104659-05-008057-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-05-008057 (34 Act)  Size: 3 MB",2005_02_24
0000066740,MMM,3M Company,15,https://www.sec.gov/Archives/edgar/data/66740/000089710104000425/0000897101-04-000425-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000897101-04-000425 Size: 973 KB",2004_03_02
0000066740,MMM,3M Company,16,https://www.sec.gov/Archives/edgar/data/66740/000006674003000005/0000066740-03-000005-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-03-000005 Size: 376 KB",2003_03_10
0000066740,MMM,3M Company,19,https://www.sec.gov/Archives/edgar/data/66740/0000066740-00-000005-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-00-000005 Size: 189 KB",2000_02_18
0000066740,MMM,3M Company,20,https://www.sec.gov/Archives/edgar/data/66740/0000066740-99-000002-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-99-000002 Size: 175 KB",1999_02_12
0000066740,MMM,3M Company,22,https://www.sec.gov/Archives/edgar/data/66740/0000066740-98-000002-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-98-000002 Size: 160 KB",1998_03_10
0000066740,MMM,3M Company,23,https://www.sec.gov/Archives/edgar/data/66740/0000066740-97-000003-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-97-000003 Size: 139 KB",1997_03_11
0000066740,MMM,3M Company,28,https://www.sec.gov/Archives/edgar/data/66740/0000066740-94-000013-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-94-000013 Size: 138 KB",1994_03_07
0000066740,MMM,3M Company,29,https://www.sec.gov/Archives/edgar/data/66740/0000066740-94-000007-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000066740-94-000007 Size: 138 KB",1994_03_07
0000001800,ABT,Abbott Laboratories,1,https://www.sec.gov/Archives/edgar/data/1800/000104746918000856/0001047469-18-000856-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-18-000856 (34 Act)  Size: 19 MB",2018_02_16
0000001800,ABT,Abbott Laboratories,2,https://www.sec.gov/Archives/edgar/data/1800/000104746917000744/0001047469-17-000744-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-17-000744 (34 Act)  Size: 20 MB",2017_02_17
0000001800,ABT,Abbott Laboratories,3,https://www.sec.gov/Archives/edgar/data/1800/000104746916010246/0001047469-16-010246-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-16-010246 (34 Act)  Size: 17 MB",2016_02_19
0000001800,ABT,Abbott Laboratories,4,https://www.sec.gov/Archives/edgar/data/1800/000104746915001377/0001047469-15-001377-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-15-001377 (34 Act)  Size: 25 MB",2015_02_27
0000001800,ABT,Abbott Laboratories,5,https://www.sec.gov/Archives/edgar/data/1800/000104746914001176/0001047469-14-001176-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-14-001176 (34 Act)  Size: 20 MB",2014_02_21
0000001800,ABT,Abbott Laboratories,7,https://www.sec.gov/Archives/edgar/data/1800/000104746913001180/0001047469-13-001180-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-13-001180 (34 Act)  Size: 15 MB",2013_02_15
0000001800,ABT,Abbott Laboratories,8,https://www.sec.gov/Archives/edgar/data/1800/000104746912001216/0001047469-12-001216-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-12-001216 (34 Act)  Size: 14 MB",2012_02_21
0000001800,ABT,Abbott Laboratories,9,https://www.sec.gov/Archives/edgar/data/1800/000104746911001056/0001047469-11-001056-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-11-001056 (34 Act)  Size: 18 MB",2011_02_18
0000001800,ABT,Abbott Laboratories,10,https://www.sec.gov/Archives/edgar/data/1800/000104746910001018/0001047469-10-001018-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-10-001018 (34 Act)  Size: 5 MB",2010_02_19
0000001800,ABT,Abbott Laboratories,11,https://www.sec.gov/Archives/edgar/data/1800/000104746909001642/0001047469-09-001642-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-09-001642 (34 Act)  Size: 3 MB",2009_02_20
0000001800,ABT,Abbott Laboratories,12,https://www.sec.gov/Archives/edgar/data/1800/000104746908001480/0001047469-08-001480-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-08-001480 (34 Act)  Size: 1 MB",2008_02_19
0000001800,ABT,Abbott Laboratories,13,https://www.sec.gov/Archives/edgar/data/1800/000110465907013496/0001104659-07-013496-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-07-013496 (34 Act)  Size: 4 MB",2007_02_23
0000001800,ABT,Abbott Laboratories,14,https://www.sec.gov/Archives/edgar/data/1800/000104746906002258/0001047469-06-002258-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-06-002258 (34 Act)  Size: 2 MB",2006_02_22
0000001800,ABT,Abbott Laboratories,15,https://www.sec.gov/Archives/edgar/data/1800/000104746905005185/0001047469-05-005185-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-05-005185 (34 Act)  Size: 1 MB",2005_03_02
0000001800,ABT,Abbott Laboratories,16,https://www.sec.gov/Archives/edgar/data/1800/000104746904005498/0001047469-04-005498-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-04-005498 Size: 1 MB",2004_02_25
0000001800,ABT,Abbott Laboratories,17,https://www.sec.gov/Archives/edgar/data/1800/000104746903006107/0001047469-03-006107-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-03-006107 Size: 1 MB",2003_02_19
0000001800,ABT,Abbott Laboratories,19,https://www.sec.gov/Archives/edgar/data/1800/000091205701006039/0000912057-01-006039-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-01-006039 Size: 941 KB",2001_02_15
0000001800,ABT,Abbott Laboratories,21,https://www.sec.gov/Archives/edgar/data/1800/0001047469-99-008952-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-99-008952 Size: 345 KB",1999_03_09
0000001800,ABT,Abbott Laboratories,22,https://www.sec.gov/Archives/edgar/data/1800/0001047469-98-009108-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-98-009108 Size: 379 KB",1998_03_09
0000001800,ABT,Abbott Laboratories,23,https://www.sec.gov/Archives/edgar/data/1800/0000912057-97-008391-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-97-008391 Size: 397 KB",1997_03_11
0000001800,ABT,Abbott Laboratories,25,https://www.sec.gov/Archives/edgar/data/1800/0000912057-95-001314-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-95-001314 Size: 227 KB",1995_03_10
0000001800,ABT,Abbott Laboratories,26,https://www.sec.gov/Archives/edgar/data/1800/0000912057-94-000771-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-94-000771 Size: 394 KB",1994_03_03
0001551152,ABBV,AbbVie Inc.,1,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000014/0001551152-18-000014-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001551152-18-000014 (34 Act)  Size: 18 MB",2018_02_16
0001551152,ABBV,AbbVie Inc.,2,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000004/0001551152-17-000004-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001551152-17-000004 (34 Act)  Size: 18 MB",2017_02_17
0001551152,ABBV,AbbVie Inc.,3,https://www.sec.gov/Archives/edgar/data/1551152/000104746916010239/0001047469-16-010239-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-16-010239 (34 Act)  Size: 21 MB",2016_02_19
0001551152,ABBV,AbbVie Inc.,4,https://www.sec.gov/Archives/edgar/data/1551152/000104746915000995/0001047469-15-000995-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-15-000995 (34 Act)  Size: 26 MB",2015_02_20
0001551152,ABBV,AbbVie Inc.,5,https://www.sec.gov/Archives/edgar/data/1551152/000104746914001154/0001047469-14-001154-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-14-001154 (34 Act)  Size: 14 MB",2014_02_21
0001551152,ABBV,AbbVie Inc.,7,https://www.sec.gov/Archives/edgar/data/1551152/000104746913002827/0001047469-13-002827-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-13-002827 (34 Act)  Size: 2 MB",2013_03_15
0001467373,ACN,Accenture plc,1,https://www.sec.gov/Archives/edgar/data/1467373/000146737317000430/0001467373-17-000430-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-17-000430 (34 Act)  Size: 14 MB",2017_10_26
0001467373,ACN,Accenture plc,2,https://www.sec.gov/Archives/edgar/data/1467373/000146737316001080/0001467373-16-001080-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-16-001080 (34 Act)  Size: 15 MB",2016_10_28
0001467373,ACN,Accenture plc,3,https://www.sec.gov/Archives/edgar/data/1467373/000146737315000457/0001467373-15-000457-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-15-000457 (34 Act)  Size: 15 MB",2015_10_30
0001467373,ACN,Accenture plc,4,https://www.sec.gov/Archives/edgar/data/1467373/000146737314000467/0001467373-14-000467-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-14-000467 (34 Act)  Size: 19 MB",2014_10_24
0001467373,ACN,Accenture plc,5,https://www.sec.gov/Archives/edgar/data/1467373/000146737313000482/0001467373-13-000482-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-13-000482 (34 Act)  Size: 19 MB",2013_10_29
0001467373,ACN,Accenture plc,7,https://www.sec.gov/Archives/edgar/data/1467373/000146737312000170/0001467373-12-000170-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001467373-12-000170 (34 Act)  Size: 18 MB",2012_10_30
0001467373,ACN,Accenture plc,8,https://www.sec.gov/Archives/edgar/data/1467373/000119312511277309/0001193125-11-277309-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-277309 (34 Act)  Size: 12 MB",2011_10_21
0001467373,ACN,Accenture plc,9,https://www.sec.gov/Archives/edgar/data/1467373/000119312510235847/0001193125-10-235847-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-235847 (34 Act)  Size: 16 MB",2010_10_26
0001467373,ACN,Accenture plc,10,https://www.sec.gov/Archives/edgar/data/1467373/000119312509209671/0001193125-09-209671-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-209671 (34 Act)  Size: 1 MB",2009_10_19
0000718877,ATVI,Activision Blizzard,1,https://www.sec.gov/Archives/edgar/data/718877/000104746918001114/0001047469-18-001114-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-18-001114 (34 Act)  Size: 13 MB",2018_02_27
0000718877,ATVI,Activision Blizzard,2,https://www.sec.gov/Archives/edgar/data/718877/000104746917001072/0001047469-17-001072-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-17-001072 (34 Act)  Size: 14 MB",2017_02_28
0000718877,ATVI,Activision Blizzard,3,https://www.sec.gov/Archives/edgar/data/718877/000104746916010584/0001047469-16-010584-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-16-010584 (34 Act)  Size: 12 MB",2016_02_29
0000718877,ATVI,Activision Blizzard,4,https://www.sec.gov/Archives/edgar/data/718877/000104746915001298/0001047469-15-001298-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-15-001298 (34 Act)  Size: 17 MB",2015_02_26
0000718877,ATVI,Activision Blizzard,5,https://www.sec.gov/Archives/edgar/data/718877/000104746914001688/0001047469-14-001688-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-14-001688 (34 Act)  Size: 17 MB",2014_03_03
0000718877,ATVI,Activision Blizzard,7,https://www.sec.gov/Archives/edgar/data/718877/000104746913001506/0001047469-13-001506-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-13-001506 (34 Act)  Size: 16 MB",2013_02_22
0000718877,ATVI,Activision Blizzard,8,https://www.sec.gov/Archives/edgar/data/718877/000104746912001775/0001047469-12-001775-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-12-001775 (34 Act)  Size: 16 MB",2012_02_28
0000718877,ATVI,Activision Blizzard,9,https://www.sec.gov/Archives/edgar/data/718877/000104746911001413/0001047469-11-001413-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-11-001413 (34 Act)  Size: 22 MB",2011_02_25
0000718877,ATVI,Activision Blizzard,10,https://www.sec.gov/Archives/edgar/data/718877/000104746910001649/0001047469-10-001649-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-10-001649 (34 Act)  Size: 6 MB",2010_03_01
0000718877,ATVI,Activision Blizzard,11,https://www.sec.gov/Archives/edgar/data/718877/000104746909002015/0001047469-09-002015-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-09-002015 (34 Act)  Size: 2 MB",2009_02_27
0000718877,ATVI,Activision Blizzard,12,https://www.sec.gov/Archives/edgar/data/718877/000104746908007085/0001047469-08-007085-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-08-007085 (34 Act)  Size: 2 MB",2008_05_30
0000718877,ATVI,Activision Blizzard,13,https://www.sec.gov/Archives/edgar/data/718877/000110465907047752/0001104659-07-047752-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-07-047752 (34 Act)  Size: 5 MB",2007_06_14
0000718877,ATVI,Activision Blizzard,15,https://www.sec.gov/Archives/edgar/data/718877/000110465906040913/0001104659-06-040913-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-06-040913 (34 Act)  Size: 4 MB",2006_06_09
0000718877,ATVI,Activision Blizzard,16,https://www.sec.gov/Archives/edgar/data/718877/000110465905027535/0001104659-05-027535-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-05-027535 (34 Act)  Size: 4 MB",2005_06_09
0000718877,ATVI,Activision Blizzard,17,https://www.sec.gov/Archives/edgar/data/718877/000110465904016641/0001104659-04-016641-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-04-016641 Size: 3 MB",2004_06_10
0000718877,ATVI,Activision Blizzard,19,https://www.sec.gov/Archives/edgar/data/718877/000110465903012724/0001104659-03-012724-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-03-012724 Size: 2 MB",2003_06_19
0000718877,ATVI,Activision Blizzard,20,https://www.sec.gov/Archives/edgar/data/718877/000091205702025821/0000912057-02-025821-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-02-025821 Size: 1 MB",2002_06_28
0000718877,ATVI,Activision Blizzard,21,https://www.sec.gov/Archives/edgar/data/718877/000091205701521517/0000912057-01-521517-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-01-521517 Size: 1 MB",2001_06_27
0000718877,ATVI,Activision Blizzard,22,https://www.sec.gov/Archives/edgar/data/718877/000091205700030433/0000912057-00-030433-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-00-030433 Size: 480 KB",2000_06_29
0000718877,ATVI,Activision Blizzard,23,https://www.sec.gov/Archives/edgar/data/718877/0001047469-99-025826-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-99-025826 Size: 956 KB",1999_06_29
0000718877,ATVI,Activision Blizzard,26,https://www.sec.gov/Archives/edgar/data/718877/0000718877-96-000011-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000718877-96-000011 Size: 197 KB",1996_07_08
0000718877,ATVI,Activision Blizzard,27,https://www.sec.gov/Archives/edgar/data/718877/0000718877-95-000005-index.html,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000718877-95-000005 Size: 207 KB",1995_06_30
0001144215,AYI,Acuity Brands Inc,1,https://www.sec.gov/Archives/edgar/data/1144215/000114421517000106/0001144215-17-000106-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-17-000106 (34 Act)  Size: 17 MB",2017_10_26
0001144215,AYI,Acuity Brands Inc,2,https://www.sec.gov/Archives/edgar/data/1144215/000114421516000287/0001144215-16-000287-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-16-000287 (34 Act)  Size: 18 MB",2016_10_27
0001144215,AYI,Acuity Brands Inc,3,https://www.sec.gov/Archives/edgar/data/1144215/000114421515000120/0001144215-15-000120-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-15-000120 (34 Act)  Size: 17 MB",2015_10_27
0001144215,AYI,Acuity Brands Inc,4,https://www.sec.gov/Archives/edgar/data/1144215/000114421514000108/0001144215-14-000108-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-14-000108 (34 Act)  Size: 24 MB",2014_10_29
0001144215,AYI,Acuity Brands Inc,5,https://www.sec.gov/Archives/edgar/data/1144215/000114421513000113/0001144215-13-000113-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-13-000113 (34 Act)  Size: 25 MB",2013_10_29
0001144215,AYI,Acuity Brands Inc,6,https://www.sec.gov/Archives/edgar/data/1144215/000114421512000139/0001144215-12-000139-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-12-000139 (34 Act)  Size: 23 MB",2012_10_26
0001144215,AYI,Acuity Brands Inc,7,https://www.sec.gov/Archives/edgar/data/1144215/000114421511000084/0001144215-11-000084-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001144215-11-000084 (34 Act)  Size: 23 MB",2011_10_28
0001144215,AYI,Acuity Brands Inc,8,https://www.sec.gov/Archives/edgar/data/1144215/000095012310098145/0000950123-10-098145-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000950123-10-098145 (34 Act)  Size: 1 MB",2010_10_29
0001144215,AYI,Acuity Brands Inc,9,https://www.sec.gov/Archives/edgar/data/1144215/000119312509217720/0001193125-09-217720-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-217720 (34 Act)  Size: 1 MB",2009_10_30
0001144215,AYI,Acuity Brands Inc,10,https://www.sec.gov/Archives/edgar/data/1144215/000119312508216953/0001193125-08-216953-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-08-216953 (34 Act)  Size: 1 MB",2008_10_27
0001144215,AYI,Acuity Brands Inc,11,https://www.sec.gov/Archives/edgar/data/1144215/000119312507229796/0001193125-07-229796-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-07-229796 (34 Act)  Size: 2 MB",2007_10_30
0001144215,AYI,Acuity Brands Inc,12,https://www.sec.gov/Archives/edgar/data/1144215/000119312506222118/0001193125-06-222118-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-06-222118 (34 Act)  Size: 1 MB",2006_11_02
0001144215,AYI,Acuity Brands Inc,13,https://www.sec.gov/Archives/edgar/data/1144215/000119312505213128/0001193125-05-213128-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-05-213128 (34 Act)  Size: 1 MB",2005_11_01
0001144215,AYI,Acuity Brands Inc,14,https://www.sec.gov/Archives/edgar/data/1144215/000119312504181807/0001193125-04-181807-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-04-181807 (34 Act)  Size: 1 MB",2004_10_29
0001144215,AYI,Acuity Brands Inc,15,https://www.sec.gov/Archives/edgar/data/1144215/000119312503070865/0001193125-03-070865-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-03-070865 Size: 3 MB",2003_10_31
0001144215,AYI,Acuity Brands Inc,16,https://www.sec.gov/Archives/edgar/data/1144215/000095014402011541/0000950144-02-011541-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000950144-02-011541 Size: 1 MB",2002_11_12
0000796343,ADBE,Adobe Systems Inc,1,https://www.sec.gov/Archives/edgar/data/796343/000079634318000015/0000796343-18-000015-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-18-000015 (34 Act)  Size: 21 MB",2018_01_22
0000796343,ADBE,Adobe Systems Inc,2,https://www.sec.gov/Archives/edgar/data/796343/000079634317000031/0000796343-17-000031-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-17-000031 (34 Act)  Size: 17 MB",2017_01_20
0000796343,ADBE,Adobe Systems Inc,3,https://www.sec.gov/Archives/edgar/data/796343/000079634316000224/0000796343-16-000224-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-16-000224 (34 Act)  Size: 18 MB",2016_01_19
0000796343,ADBE,Adobe Systems Inc,4,https://www.sec.gov/Archives/edgar/data/796343/000079634315000022/0000796343-15-000022-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-15-000022 (34 Act)  Size: 30 MB",2015_01_20
0000796343,ADBE,Adobe Systems Inc,5,https://www.sec.gov/Archives/edgar/data/796343/000079634314000004/0000796343-14-000004-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-14-000004 (34 Act)  Size: 28 MB",2014_01_21
0000796343,ADBE,Adobe Systems Inc,6,https://www.sec.gov/Archives/edgar/data/796343/000079634313000008/0000796343-13-000008-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-13-000008 (34 Act)  Size: 25 MB",2013_01_22
0000796343,ADBE,Adobe Systems Inc,7,https://www.sec.gov/Archives/edgar/data/796343/000079634312000003/0000796343-12-000003-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-12-000003 (34 Act)  Size: 32 MB",2012_01_26
0000796343,ADBE,Adobe Systems Inc,8,https://www.sec.gov/Archives/edgar/data/796343/000079634311000003/0000796343-11-000003-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-11-000003 (34 Act)  Size: 23 MB",2011_01_27
0000796343,ADBE,Adobe Systems Inc,9,https://www.sec.gov/Archives/edgar/data/796343/000079634310000003/0000796343-10-000003-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-10-000003 (34 Act)  Size: 14 MB",2010_01_22
0000796343,ADBE,Adobe Systems Inc,10,https://www.sec.gov/Archives/edgar/data/796343/000079634309000007/0000796343-09-000007-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000796343-09-000007 (34 Act)  Size: 5 MB",2009_01_23
0000796343,ADBE,Adobe Systems Inc,11,https://www.sec.gov/Archives/edgar/data/796343/000104746908000497/0001047469-08-000497-index.htm,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-08-000497 (34 Act)  Size: 3 MB",2008_01_24
